------------------------------------------------------------------------------
RESULTS FOR THE UNIFORMITY OF P-VALUES AND THE PROPORTION OF PASSING SEQUENCES
------------------------------------------------------------------------------
   generator is <C:\Users\Admin-desuu\IdeaProjects\university-diploma\src\main\resources\encrypted\des\text\9.txt>
------------------------------------------------------------------------------
 C1  C2  C3  C4  C5  C6  C7  C8  C9 C10  P-VALUE  PROPORTION  STATISTICAL TEST
------------------------------------------------------------------------------
  6  11  13   9   6  11  12   8  15   9  0.554420   1.000    Frequency
 12  14  12  13  12   9   1  10   8   9  0.191687   1.000    BlockFrequency
  8  10  10  12   5  11  14  11  13   6  0.574903   1.000    CumulativeSums
  7   7  15  12  11  13   9   5  11  10  0.494392   1.000    CumulativeSums
  9  10  10  10  13  11   9   8   8  12  0.983453   0.990    Runs
 14  11  11   4   9   5  10  19  11   6  0.037566   0.990    LongestRun
  8   9  10  13  12  11   8   9  12   8  0.955835   1.000    Rank
 15   9   9  10  10  14   6   8  10   9  0.699313   0.990    FFT
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
