------------------------------------------------------------------------------
RESULTS FOR THE UNIFORMITY OF P-VALUES AND THE PROPORTION OF PASSING SEQUENCES
------------------------------------------------------------------------------
   generator is <C:\Users\Admin-desuu\IdeaProjects\university-diploma\src\main\resources\encrypted\des\text\2.txt>
------------------------------------------------------------------------------
 C1  C2  C3  C4  C5  C6  C7  C8  C9 C10  P-VALUE  PROPORTION  STATISTICAL TEST
------------------------------------------------------------------------------
 14  10   5   9  11  12   7  10  10  12  0.739918   1.000    Frequency
  9   9   6   7  10  10  12  12  14  11  0.816537   0.980    BlockFrequency
 11  10   8  12   7  10  14  10   8  10  0.924076   1.000    CumulativeSums
 13  14   9   7   8  10   6  10  13  10  0.699313   1.000    CumulativeSums
  8  12  12   8   9  13   9   7  13   9  0.867692   1.000    Runs
 11  12  11   8   7  11  14  10   7   9  0.867692   1.000    LongestRun
  5  16  12   6   8  12  12  13   6  10  0.224821   0.990    Rank
 14  11   7  10   7  11  15  12   5   8  0.401199   0.990    FFT
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0 100   0   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
