------------------------------------------------------------------------------
RESULTS FOR THE UNIFORMITY OF P-VALUES AND THE PROPORTION OF PASSING SEQUENCES
------------------------------------------------------------------------------
   generator is <C:\Users\Admin-desuu\IdeaProjects\university-diploma\src\main\resources\encrypted\des\text\1.txt>
------------------------------------------------------------------------------
 C1  C2  C3  C4  C5  C6  C7  C8  C9 C10  P-VALUE  PROPORTION  STATISTICAL TEST
------------------------------------------------------------------------------
  7  15   7  17  11   5  11   9   8  10  0.191687   1.000    Frequency
 17   9  15  10  11   6  10   4  10   8  0.153763   0.980    BlockFrequency
 10   9   8  11  14  10   6  12  10  10  0.897763   1.000    CumulativeSums
  9  15   8  10   8  11  10  11  10   8  0.911413   1.000    CumulativeSums
 10  10  11  13   7   9  11  10   8  11  0.978072   0.990    Runs
  8  10   7   9  10  10  12  10  12  12  0.978072   0.980    LongestRun
 15   3   8  12   7  10  10  11  12  12  0.350485   0.980    Rank
 14  12  12   4  14   5  10   8  10  11  0.304126   0.990    FFT
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
